index,Time,Money Spent,Angra?,Length of account,Total number of SSR,Have saved for servant,Got servant after saving,NA pace?,State of NA?,Auto-Play or NP skip?,DW care?,How the game runs,Faster Lostbelts?,Favorite Servant,Most hated servant,Favorite card type,Play with meta or waifu,Any other gacha?,Gender,Reroll account?,Altera,Arthur Pendragon [Prototype],Artoria Pendragon,Miyamoto Musashi,Mordred,Nero Claudius [Bride],Okita Souji,Ryougi Shiki,Sigurd,Arjuna,Artoria Pendragon [Archer],Gilgamesh,Ishtar,James Moriarty,Napoléon,Nikola Tesla,Orion,Artoria Pendragon [Lancer],Brynhildr,Enkidu,Ereshkigal,Karna,Scathach,Tamamo no Mae [Lancer],Achilles,Artoria Pendragon [Rider Alter],Francis Drake,Iskandar,Ivan the Terrible,Ozymandias,Queen Medb,Quetzalcoatl,Anastasia,Illyasviel von Einzbern,Leonardo Da Vinci,Merlin,Nero Claudius [Caster],Scheherazade,Scáthach-Skaði,Tamamo-no-mae,Xuanzang,Zhuge Liang [El-Melloi II],Cleopatra,Jack the Ripper,King Hassan,MHX,Osakabehime,Semiramis,Shuten Douji,Cu Chulainn [Alter],Florence Nightingale,Hijikata Toshizō,Minamoto no Raikō,Mysterious Heroine X (Alter),Sakata Kintoki,Vlad III,Amakusa Shirou,Jeanne D'arc,Sherlock Holmes,Edmond Dantes,Jeanne D'arc [Alter],Meltlilith,Okita Sōji (Alter),Sesshōin Kiara,Abigail Williams,Katsushika Hokusai
66,11/07/2020 16:49:46,Paid Gacha Only,Yes,Between 1 year and 1 year 6 months,10.0,"Yes, I have saved for a Servant.",I only rarely got my goal,"Slow, the content should be released faster to catch up CN/JP/TW","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Not Sure,(Android) I feel it runs worse.,"Yes, I think NA should try to catch up in those dead weeks.",Jeanne D'Arc Alter,,Buster,I often prefer waifu/husbando/favorite character to play.,"Azur Lane, Danmachi Memoria Freese",Male,"No, I started with the given at the start only.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
67,11/07/2020 16:49:59,Paid Gacha Only,Yes,Between 2 years 6 months and 3 years,21.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Auto-Play,Not Sure,"(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Tamamo-No-Mae,Astolfo,Arts,I do a mix of both.,"Azur Lane, Arknights",Male,"No, I started with the given at the start only.",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False
70,11/07/2020 16:50:29,Paid Gacha Only,Yes,More than 3 years,30.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I don't care,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","No, I think NA shouldn't try to catch up in those dead weeks.",Nero,Koyanskaya,"I do not prefer any card type or ""meta"".",I do a mix of both.,I only play FGO as gacha,Male,"Yes, I did reroll for a 5*",True,False,True,False,True,True,True,False,False,True,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
71,11/07/2020 16:50:39,Paid Gacha Only,Yes,Between 2 years and 2 years 6 months,24.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I want no changes,"Yes, they do a great job to incentive to keep the players in the game.","(iOS) Yes, I feel it runs faster/better.","No, I think NA shouldn't try to catch up in those dead weeks.",Okita Souji,Vlad III,Quick,I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False
74,11/07/2020 16:51:02,Paid Gacha Only,Yes,Between 1 year 6 months and 2 years,16.0,"Yes, I have saved for a Servant.",I didn't get the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I don't care,"Yes, they do a great job to incentive to keep the players in the game.",(iOS) I feel it runs the same.,"Yes, I think NA should try to catch up in those dead weeks.",BB,,Arts,I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
75,11/07/2020 16:51:05,Paid Gacha Only,Yes,Between 2 years and 2 years 6 months,17.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Auto-Play,Not Sure,"(iOS) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Ryōma Sakamoto,,Arts,I often prefer waifu/husbando/favorite character to play.,I only play FGO as gacha,Female,"No, I started with the given at the start only.",False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
76,11/07/2020 16:51:14,Paid Gacha Only,No,Between 6 months and 1 year,9.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",Both,Not Sure,"(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Artoria Pendragon,Orion (Artemis),Buster,I do a mix of both.,I only play FGO as gacha,Female,"No, I started with the given at the start only.",True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
77,11/07/2020 16:51:28,Paid Gacha Only,No,Between 1 year 6 months and 2 years,19.0,"Yes, I have saved for a Servant.",I didn't get the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,"No, they've been doing not a good job to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Okada Izou,Elizabeth Bathory,"I do not prefer any card type or ""meta"".",I do a mix of both.,,Male,"Yes, I did reroll for a 5*",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
79,11/07/2020 16:52:09,Paid Gacha Only,Yes,Between 1 year and 1 year 6 months,8.0,"Yes, I have saved for a Servant.",I am saving towards a future servant,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the players in the game.","(iOS) Yes, I feel it runs faster/better.","No, I think NA shouldn't try to catch up in those dead weeks.",Kama,,Buster,I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
80,11/07/2020 16:52:13,Paid Gacha Only,No,Between 2 years 6 months and 3 years,14.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Auto-Play,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Katsushika Hokusai,Jack the Ripper,"I do not prefer any card type or ""meta"".",I often prefer waifu/husbando/favorite character to play.,"Arknights, Sinoalice",Male,"No, I started with the given at the start only.",True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
87,11/07/2020 16:53:19,Paid Gacha Only,Yes,More than 3 years,30.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",I don't care,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Ishtar,,Arts,I do a mix of both.,FE: Heroes,Male,"No, I started with the given at the start only.",False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True
90,11/07/2020 16:54:09,Paid Gacha Only,No,Between 1 year and 1 year 6 months,10.0,"Yes, I have saved for a Servant.",I only rarely got my goal,"Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the players in the game.","(iOS) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Odysseus,Scheherazade,"I do not prefer any card type or ""meta"".",I do a mix of both.,"Grand Blue Fantasy, Final Fantasy: Record Keeper",Male,"No, I started with the given at the start only.",True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
92,11/07/2020 16:54:30,Paid Gacha Only,No,Between 1 year and 1 year 6 months,10.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Not Sure,"(Android) Yes, I feel it runs faster/better.","No, I think NA shouldn't try to catch up in those dead weeks.",Gilgamesh,,"I do not prefer any card type or ""meta"".",My waifu/husbando/favorite character is meta.,"FE: Heroes, Grand Blue Fantasy",Female,"No, I started with the given at the start only.",False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
94,11/07/2020 16:54:54,Paid Gacha Only,Yes,Between 1 year 6 months and 2 years,8.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Not Sure,"(Android) Yes, I feel it runs faster/better.",Indifferent,Astolfo,Saber Gilles,Buster,I often prefer waifu/husbando/favorite character to play.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,11/07/2020 16:56:19,Paid Gacha Only,Yes,More than 3 years,28.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Not Sure,"(Android) Yes, I feel it runs faster/better.","No, I think NA shouldn't try to catch up in those dead weeks.",Voyager ,Fergus,Arts,I do not think there exists a meta in FGO.,I only play FGO as gacha,Female,"Yes, I did reroll for a 5*",True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
101,11/07/2020 16:56:35,Paid Gacha Only,Yes,More than 3 years,27.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Auto-Play,Not Sure,"(iOS) Yes, I feel it runs faster/better.",Indifferent,MHX(X),Chacha,Quick,I do a mix of both.,"Granblue Fantasy, Genshin Impact (CBT)",Male,"No, I started with the given at the start only.",False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
104,11/07/2020 16:56:50,Paid Gacha Only,Yes,More than 3 years,22.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Don't care,(iOS) I feel it runs the same.,Indifferent,Ibaraki Douji,,"I do not prefer any card type or ""meta"".",I do a mix of both.,"Azur Lane, I only play FGO as gacha",Male,"No, I started with the given at the start only.",True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
105,11/07/2020 16:57:01,Paid Gacha Only,Yes,Between 2 years and 2 years 6 months,14.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I don't care,Not Sure,"(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Ibaraki,,"I do not prefer any card type or ""meta"".",I often prefer waifu/husbando/favorite character to play.,"Azur Lane, FE: Heroes, Arknights, Epic7",Prefer not to say,"No, I started with the given at the start only.",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False
106,11/07/2020 16:57:01,Paid Gacha Only,Yes,More than 3 years,,"Yes, I have saved for a Servant.",,,,Both,"Yes, they do a great job to incentive to keep the players in the game.",(Android) I feel it runs the same.,"No, I think NA shouldn't try to catch up in those dead weeks.",,,"I do not prefer any card type or ""meta"".",I do a mix of both.,,Male,"No, I started with the given at the start only.",False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,False,True,True,False
110,11/07/2020 16:58:07,Paid Gacha Only,Yes,Between 6 months and 1 year,15.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",I want no changes,Not Sure,"(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Okita Alter,Elizabeth Bathory,"I do not prefer any card type or ""meta"".",I often prefer waifu/husbando/favorite character to play.,Arknights,Male,"No, I started with the given at the start only.",True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True
111,11/07/2020 16:58:18,Paid Gacha Only,Yes,More than 3 years,21.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I want no changes,"Yes, they do a great job to incentive to keep the players in the game.","(iOS) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Ryougi Shiki (Saber),,Buster,I do a mix of both.,Idolm@ster Million Live,Male,"No, I started with the given at the start only.",False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True
114,11/07/2020 16:58:43,Paid Gacha Only,Yes,Between 1 year 6 months and 2 years,17.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",I want no changes,Not Sure,(iOS) I feel it runs the same.,"No, I think NA shouldn't try to catch up in those dead weeks.",Don’t know ,,Arts,I often prefer waifu/husbando/favorite character to play.,"Azur Lane, Arknights, Honkai impact 3rd",Male,"No, I started with the given at the start only.",False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
