Marca temporal,How much money have you used in-game?,SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>500USD & <1000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>1001USD & <2000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>2001USD & <3000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>3001USD & <4000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>4001USD & <5000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>5000USD]","And as final question, did you rerolled when you started playing?",,,"4,957016435"
8/08/2018 0:25:07,More than 500 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Ryougi Shiki","Gilgamesh, Orion, Arjuna, Artoria Pendragon [Archer]","Scathach, Karna, Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Queen Medb, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci","Jack the Ripper, MHX, Shuten Douji","Sakata Kintoki, Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou","Jeanne D'arc [Alter], Edmond Dantes, Extra Option: Angra Mainyu","Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer], Marie [Caster], Martha [Ruler]",More than 1 year,72,No,Male,,,,,,More than 70,No,,,
8/08/2018 0:25:15,F2P,,Orion,,,,MHX,,Amakusa Shirou,Jeanne D'arc [Alter],,More than 1 year,5,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:25:21,F2P,,,,,Zhuge Liang [El-Melloi II],,,Jeanne D'arc,Jeanne D'arc [Alter],,More than 1 year,3,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:25:28,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera","Orion, Artoria Pendragon [Archer]",Tamamo no Mae [Lancer],"Francis Drake, Queen Medb, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Xuanzang","MHX, Shuten Douji","Sakata Kintoki, Cu Chulainn [Alter]",Jeanne D'arc,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu","Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer], Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,25,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:25:36,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zhuge Liang [El-Melloi II], Xuanzang",,Vlad III,Amakusa Shirou,,Shishou NP5 [Assassin] aka event done,Between 6 and 12 months,5,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:25:42,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,,Tamamo no Mae [Lancer],,,,"Vlad III, Florence Nightingale",,,,Between 6 and 12 months,4,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:26:04,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arjuna,"Karna, Artoria Pendragon [Lancer]",Francis Drake,"Xuanzang, Leonardo Da Vinci",,"Florence Nightingale, Minamoto no Raikō",,,,Between 3 and 6 months,8,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:26:17,Paid Gacha Only,,,,,,,,,,,,,,,,,"Gilgamesh, Orion","Karna, Brynhildr",Iskandar,,Shuten Douji,Vlad III,Amakusa Shirou,Extra Option: Angra Mainyu,,More than 1 year,8,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:26:21,Paid Gacha Only,,,,,,,,,,,,,,,,Altera,,,Francis Drake,Zhuge Liang [El-Melloi II],,Vlad III,,,,Between 3 and 6 months,4,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:26:50,More than 300USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,"Orion, Artoria Pendragon [Archer]","Scathach, Tamamo no Mae [Lancer]",,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",Shuten Douji,"Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],"Kiyohime [Lancer], Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",Between 3 and 6 months,12,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:27:24,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,Orion,,,Zhuge Liang [El-Melloi II],Jack the Ripper,,,Jeanne D'arc [Alter],"Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer]",More than 1 year,6,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:27:25,More than 300USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,Artoria Pendragon [Archer],Scathach,Francis Drake,"Zhuge Liang [El-Melloi II], Leonardo Da Vinci",,,,,"Kiyohime [Lancer], Mordred [Rider], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,7,No,Prefer not to say,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:27:36,Paid Gacha Only,,,,,,,,,,,,,,,,,,Artoria Pendragon [Lancer],,,,,,,,Between 6 and 12 months,8,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:28:46,F2P,Artoria Pendragon,,,Francis Drake,"Zhuge Liang [El-Melloi II], Xuanzang",,Florence Nightingale,,Jeanne D'arc [Alter],"Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,8,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:28:47,Paid Gacha Only,,,,,,,,,,,,,,,,"Altera, Nero Claudius [Bride]",Orion,Tamamo no Mae [Lancer],"Francis Drake, Ozymandias",Zhuge Liang [El-Melloi II],Jack the Ripper,Vlad III,Jeanne D'arc,Jeanne D'arc [Alter],"Mordred [Rider], Martha [Ruler]",More than 1 year,12,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:28:52,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera","Orion, Arjuna",,"Francis Drake, Queen Medb, Ozymandias",Tamamo-no-mae,Shuten Douji,"Vlad III, Minamoto no Raikō",Jeanne D'arc,"Jeanne D'arc [Alter], Edmond Dantes","Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,16,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:29:25,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamamo no Mae [Lancer],Ozymandias,,Jack the Ripper,Minamoto no Raikō,,,"Mordred [Rider], Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",Between 3 and 6 months,7,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:29:48,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Okita Souji",,Tamamo no Mae [Lancer],,Zhuge Liang [El-Melloi II],Shuten Douji,"Vlad III, Cu Chulainn [Alter]",Jeanne D'arc,Jeanne D'arc [Alter],"Kiyohime [Lancer], Martha [Ruler]",More than 1 year,9,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:30:01,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,Artoria Pendragon [Archer],,Ozymandias,Xuanzang,,,,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu",Marie [Caster],More than 1 year,6,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:30:07,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,"Florence Nightingale, Minamoto no Raikō",,,,Between 1 and 3 months,2,No,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:30:47,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera",Artoria Pendragon [Archer],Scathach,Ozymandias,Xuanzang,"Jack the Ripper, MHX",Florence Nightingale,,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu","Anne/Mary [Archer], Martha [Ruler], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,11,Yes,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:30:54,Paid Gacha Only,,,,,,,,,,,,,,,,,Gilgamesh,Tamamo no Mae [Lancer],,,,,,,,Between 1 and 3 months,2,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:31:10,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Okita Souji, Mordred",,Karna,Iskandar,Zhuge Liang [El-Melloi II],,Cu Chulainn [Alter],,Extra Option: Angra Mainyu,Mordred [Rider],More than 1 year,8,Yes,Prefer not to say,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:31:37,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orion, Nikola Tesla",,Ozymandias,Zhuge Liang [El-Melloi II],Shuten Douji,"Vlad III, Cu Chulainn [Alter], Florence Nightingale",,"Jeanne D'arc [Alter], Edmond Dantes, Extra Option: Angra Mainyu","Kiyohime [Lancer], Anne/Mary [Archer], Marie [Caster], Martha [Ruler]",,12,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:31:40,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nero Claudius [Bride],Orion,"Brynhildr, Tamamo no Mae [Lancer]",Francis Drake,Tamamo-no-mae,MHX,,,,"Kiyohime [Lancer], Mordred [Rider]",More than 1 year,8,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:31:46,More than 300USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred","Gilgamesh, Orion, Nikola Tesla, Arjuna",,"Francis Drake, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang",MHX,"Cu Chulainn [Alter], Florence Nightingale",,,"Anne/Mary [Archer], Marie [Caster]",More than 1 year,21,Yes,Female,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:31:52,F2P,"Okita Souji, Mordred","Gilgamesh, Orion",Karna,Ozymandias,,,Cu Chulainn [Alter],,,Shishou NP5 [Assassin] aka event done,More than 1 year,7,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:32:24,More than 300USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Ryougi Shiki","Gilgamesh, Artoria Pendragon [Archer]",Karna,,"Zhuge Liang [El-Melloi II], Xuanzang",,,Jeanne D'arc,Jeanne D'arc [Alter],"Kiyohime [Lancer], Marie [Caster], Shishou NP5 [Assassin] aka event done",More than 1 year,14,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:32:30,Paid Gacha Only,,,,,,,,,,,,,,,,,,Artoria Pendragon [Lancer],,Leonardo Da Vinci,,,,Jeanne D'arc [Alter],Anne/Mary [Archer],Between 3 and 6 months,3,No,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:32:37,Paid Gacha Only,,,,,,,,,,,,,,,,,,Scathach,,"Zhuge Liang [El-Melloi II], Xuanzang",Jack the Ripper,"Cu Chulainn [Alter], Minamoto no Raikō",Jeanne D'arc,,,Between 6 and 12 months,8,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:33:00,F2P,"Altera, Mordred, Nero Claudius [Bride], Ryougi Shiki",,"Scathach, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]",,"Tamamo-no-mae, Xuanzang, Leonardo Da Vinci","Jack the Ripper, Shuten Douji","Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō",,"Jeanne D'arc [Alter], Edmond Dantes","Kiyohime [Lancer], Anne/Mary [Archer], Shishou NP5 [Assassin] aka event done",Between 3 and 6 months,1,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:33:54,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,Florence Nightingale,,,,More than 1 year,3,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:34:23,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred, Ryougi Shiki",Orion,"Scathach, Tamamo no Mae [Lancer]",Queen Medb,Xuanzang,"Jack the Ripper, Shuten Douji","Vlad III, Florence Nightingale, Minamoto no Raikō",,,,More than 1 year,11,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:34:47,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,"Nikola Tesla, Artoria Pendragon [Archer]",Tamamo no Mae [Lancer],,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang",Shuten Douji,"Cu Chulainn [Alter], Minamoto no Raikō",Jeanne D'arc,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu","Kiyohime [Lancer], Mordred [Rider], Shishou NP5 [Assassin] aka event done",More than 1 year,13,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:34:58,F2P,,Artoria Pendragon [Archer],Tamamo no Mae [Lancer],Iskandar,Xuanzang,Jack the Ripper,Vlad III,Jeanne D'arc,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu",,Between 6 and 12 months,10,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:35:02,Paid Gacha Only,,,,,,,,,,,,,,,,Altera,,Artoria Pendragon [Lancer],,,,,Jeanne D'arc,,"Kiyohime [Lancer], Martha [Ruler]",Between 1 and 3 months,4,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:35:05,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Mordred","Gilgamesh, Arjuna, Artoria Pendragon [Archer]","Scathach, Brynhildr, Tamamo no Mae [Lancer]","Francis Drake, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang","Jack the Ripper, MHX, Shuten Douji","Sakata Kintoki, Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],"Kiyohime [Lancer], Anne/Mary [Archer], Marie [Caster], Shishou NP5 [Assassin] aka event done",More than 1 year,32,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:35:18,F2P,,,Artoria Pendragon [Lancer],,,,,,,,Less than 1 month,2,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:35:36,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nero Claudius [Bride],Gilgamesh,Tamamo no Mae [Lancer],,Tamamo-no-mae,MHX,"Cu Chulainn [Alter], Minamoto no Raikō",Jeanne D'arc,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu","Kiyohime [Lancer], Anne/Mary [Archer], Shishou NP5 [Assassin] aka event done",More than 1 year,9,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:35:46,F2P,Altera,"Gilgamesh, Orion",Tamamo no Mae [Lancer],,Tamamo-no-mae,,,Jeanne D'arc,,Martha [Ruler],More than 1 year,7,Yes,Female,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:36:24,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Nero Claudius [Bride]",Orion,"Karna, Tamamo no Mae [Lancer]","Francis Drake, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Xuanzang, Leonardo Da Vinci",Shuten Douji,"Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Extra Option: Angra Mainyu,"Kiyohime [Lancer], Anne/Mary [Archer], Marie [Caster], Martha [Ruler]",Between 6 and 12 months,20,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:36:46,F2P,Altera,Gilgamesh,,,Zhuge Liang [El-Melloi II],,,,Edmond Dantes,,More than 1 year,6,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:36:47,F2P,"Artoria Pendragon, Altera",,,,Tamamo-no-mae,,,,,,More than 1 year,4,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:36:56,F2P,,,,,,,,,,,Between 3 and 6 months,0,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:37:12,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okita Souji, Mordred, Nero Claudius [Bride], Ryougi Shiki","Gilgamesh, Artoria Pendragon [Archer]","Scathach, Karna",Francis Drake,"Tamamo-no-mae, Xuanzang",Shuten Douji,Vlad III,Jeanne D'arc,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu",Martha [Ruler],Between 6 and 12 months,20,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:37:13,More than 500 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Nero Claudius [Bride]","Gilgamesh, Artoria Pendragon [Archer]","Scathach, Tamamo no Mae [Lancer]",Francis Drake,"Zhuge Liang [El-Melloi II], Xuanzang",Jack the Ripper,"Sakata Kintoki, Minamoto no Raikō",,Jeanne D'arc [Alter],"Kiyohime [Lancer], Mordred [Rider], Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,22,No,Male,,,,Between 21 and 40,,,No,,,
8/08/2018 0:37:15,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,Artoria Pendragon [Archer],,Francis Drake,Xuanzang,,"Vlad III, Minamoto no Raikō",,,"Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,8,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:37:23,Paid Gacha Only,,,,,,,,,,,,,,,,,Gilgamesh,Artoria Pendragon [Lancer],"Francis Drake, Iskandar",,,,,,,More than 1 year,4,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:37:30,F2P,Mordred,,,,,,,,,,Between 1 and 3 months,1,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:37:39,More than 500 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Okita Souji,"Gilgamesh, Artoria Pendragon [Archer]",Karna,,"Zhuge Liang [El-Melloi II], Tamamo-no-mae","MHX, Shuten Douji","Vlad III, Cu Chulainn [Alter], Florence Nightingale",,,"Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,15,Yes,Male,Between 11 and 20,,,,,,No,,,
8/08/2018 0:38:03,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,Orion,Tamamo no Mae [Lancer],,,Jack the Ripper,"Vlad III, Florence Nightingale",,,,Between 6 and 12 months,20,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 0:38:35,Paid Gacha Only,,,,,,,,,,,,,,,,"Altera, Ryougi Shiki",Artoria Pendragon [Archer],Scathach,,Tamamo-no-mae,,Vlad III,,Jeanne D'arc [Alter],"Marie [Caster], Shishou NP5 [Assassin] aka event done",More than 1 year,8,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
